time,x,y,z,MF
13.241,-15.66,22.44,-43.20,51.14
13.317,-17.04,18.90,-43.98,50.81
13.318,-17.88,14.76,-45.12,50.73
13.319,-18.06,10.44,-45.90,50.42
13.322,-17.64,5.88,-46.80,50.36
13.342,-16.32,1.08,-47.58,50.31
13.363,-14.16,-3.84,-47.76,49.96
13.447,-11.40,-8.76,-47.82,49.93
13.448,-7.98,-13.50,-47.10,49.64
13.449,-3.90,-18.18,-45.90,49.52
13.450,0.48,-22.50,-43.92,49.35
13.463,4.98,-26.34,-41.28,49.22
13.483,9.60,-29.94,-37.86,49.21
13.518,14.10,-32.94,-33.78,49.24
13.523,18.66,-35.16,-29.40,49.48
13.585,22.68,-36.72,-24.36,49.56
13.587,26.34,-37.44,-18.78,49.48
13.587,29.28,-37.20,-13.26,49.16
13.604,31.98,-36.12,-7.80,48.87
13.624,34.80,-34.56,-2.52,49.11
13.645,37.02,-31.98,2.52,48.98
13.675,38.76,-28.86,7.32,48.87
13.752,40.26,-25.32,11.52,48.93
13.753,41.28,-21.00,15.36,48.79
13.754,42.18,-16.20,18.00,48.64
13.754,42.84,-11.10,20.16,48.63
13.766,43.14,-5.76,22.08,48.80
13.785,43.14,-0.90,23.52,49.14
13.860,42.78,4.02,24.24,49.33
13.861,42.48,8.58,24.48,49.77
13.862,41.88,13.32,24.24,50.19
13.866,41.16,17.82,23.40,50.59
13.886,40.14,21.60,22.50,50.83
13.906,39.12,24.72,21.72,51.12
13.937,38.28,27.60,20.10,51.29
13.999,37.14,30.66,18.18,51.48
14.000,35.82,33.42,16.86,51.81
14.000,34.50,35.88,15.36,52.09
14.006,32.70,37.74,14.76,52.07
14.028,30.66,39.18,14.76,51.89
14.047,28.26,40.44,15.54,51.72
14.073,25.56,41.34,16.98,51.48
14.089,22.44,41.70,19.62,51.26
14.154,18.90,41.04,23.28,50.83
14.155,15.54,39.42,27.24,50.37
14.156,11.52,37.02,31.56,49.99
14.170,7.68,33.48,35.58,49.45
14.188,4.02,29.22,39.54,49.33
14.208,0.84,23.82,43.08,49.23
14.272,-2.28,17.70,45.78,49.13
14.273,-5.28,10.62,47.40,48.86
14.274,-7.56,3.18,47.82,48.52
14.289,-9.30,-4.32,47.28,48.38
14.309,-10.62,-11.88,45.54,48.25
14.346,-11.58,-19.02,42.90,48.33
14.360,-12.30,-26.04,38.88,48.38
14.400,-13.02,-32.34,34.14,48.79
14.401,-13.14,-37.62,28.32,48.89
14.409,-12.78,-41.88,21.90,48.96
14.430,-12.36,-44.88,15.24,48.98
14.450,-11.76,-47.22,8.22,49.35
14.470,-10.68,-48.48,1.62,49.67
14.492,-9.42,-48.96,-4.80,50.09
14.597,-7.98,-48.60,-10.44,50.34
14.598,-6.00,-47.82,-15.72,50.69
14.599,-3.96,-46.68,-20.22,51.02
14.599,-1.74,-45.06,-23.94,51.05
14.600,0.30,-43.62,-27.24,51.43
14.616,2.64,-41.64,-30.00,51.39
14.642,4.86,-39.42,-32.64,51.41
14.734,7.20,-37.26,-34.74,51.45
14.735,9.66,-34.86,-36.60,51.46
14.735,12.00,-32.34,-38.34,51.57
14.736,14.40,-30.06,-39.60,51.76
14.737,17.04,-27.60,-40.68,52.03
14.752,19.56,-24.78,-41.34,52.01
14.778,21.84,-21.96,-41.94,52.13
14.792,24.06,-19.20,-42.00,52.07
14.856,26.16,-15.96,-42.12,52.09
14.857,28.02,-12.96,-42.06,52.17
14.858,29.82,-9.48,-42.00,52.37
14.873,31.08,-5.70,-41.70,52.32
14.911,31.56,-1.74,-41.10,51.85
14.975,32.10,2.34,-40.68,51.87
14.976,31.92,6.54,-40.08,51.65
14.977,31.32,10.86,-39.42,51.50
14.978,30.06,14.94,-38.76,51.27
14.994,28.20,19.08,-38.04,51.05
15.021,26.04,23.04,-37.32,51.01
15.098,23.40,26.58,-36.84,51.10
15.099,20.64,29.58,-36.48,51.30
15.099,17.28,31.92,-36.42,51.42
15.100,13.80,33.48,-36.36,51.31
15.115,9.84,34.44,-36.78,51.34
15.135,5.82,34.50,-37.38,51.20
15.155,1.98,33.90,-38.04,50.99
15.190,-2.16,32.22,-38.88,50.54
15.265,-6.06,30.06,-39.72,50.18
15.266,-9.96,27.00,-40.80,49.93
15.267,-13.74,23.40,-41.52,49.60
15.268,-17.04,18.90,-42.12,49.21
15.276,-19.56,13.92,-42.66,48.95
15.329,-21.60,8.82,-42.84,48.78
15.330,-22.86,3.42,-42.90,48.73
15.336,-23.58,-2.04,-42.84,48.94
15.410,-23.76,-7.56,-42.84,49.57
15.410,-23.04,-12.84,-42.66,50.15
15.412,-21.48,-17.58,-42.42,50.69
15.417,-19.38,-21.36,-42.24,51.15
15.437,-16.56,-24.96,-41.94,51.54
15.457,-13.26,-27.66,-41.76,51.81
15.551,-10.02,-29.94,-41.76,52.35
15.552,-6.42,-31.44,-41.70,52.62
15.553,-2.64,-32.34,-41.34,52.55
15.553,1.14,-32.76,-41.22,52.66
15.558,5.10,-32.88,-40.98,52.79
15.578,8.88,-33.00,-40.62,53.08
15.610,12.36,-32.46,-40.08,53.03
15.682,15.54,-32.04,-39.24,52.99
15.683,18.96,-31.20,-38.16,52.81
15.684,22.26,-30.48,-36.78,52.70
15.692,25.44,-30.12,-35.16,52.83
15.700,28.14,-29.58,-32.88,52.42
15.719,30.60,-29.34,-29.94,51.90
15.739,33.30,-28.68,-26.52,51.33
15.807,35.70,-28.38,-22.62,50.91
15.808,38.22,-27.90,-18.66,50.86
15.809,40.32,-27.12,-14.52,50.71
15.823,42.24,-25.86,-10.26,50.58
15.840,44.04,-24.06,-6.00,50.54
15.860,45.90,-21.96,-1.74,50.91
15.882,47.16,-19.32,1.86,51.00
15.941,47.82,-16.62,5.58,50.93
15.942,48.18,-13.68,8.76,50.84
15.942,48.30,-10.62,12.24,50.94
15.960,48.06,-7.62,15.54,51.08
15.981,47.34,-4.62,18.78,51.14
16.001,46.32,-1.50,21.66,51.16
16.026,44.82,1.80,24.12,50.93
16.123,43.14,5.10,26.70,50.99
16.124,41.34,8.22,28.44,50.85
16.125,39.60,11.82,30.12,51.14
16.125,37.74,15.12,31.14,51.21
16.126,35.82,18.42,31.92,51.39
16.142,34.08,21.54,32.28,51.65
16.172,32.40,24.60,32.28,51.93
16.227,30.72,27.24,32.04,52.08
16.228,29.16,29.70,31.74,52.34
16.229,27.36,32.04,31.20,52.43
16.243,25.56,34.14,30.48,52.42
16.263,23.70,36.00,29.64,52.31
16.291,21.96,37.62,28.80,52.22
16.365,20.34,39.30,27.90,52.31
16.366,18.66,40.74,27.00,52.31
16.367,17.22,42.00,25.98,52.30
16.367,15.96,43.08,24.66,52.14
16.384,14.70,44.34,23.58,52.33
16.404,13.62,45.12,22.56,52.25
16.424,12.54,46.02,21.60,52.36
16.458,11.58,46.80,20.70,52.47
16.464,10.68,47.16,20.10,52.36
16.550,9.78,47.28,19.92,52.23
16.551,8.52,47.40,20.34,52.28
16.552,7.32,47.16,21.18,52.21
16.553,6.06,46.20,22.98,51.95
16.567,4.20,44.64,24.96,51.32
16.599,2.04,42.36,27.90,50.76
16.678,-0.42,39.12,31.02,49.93
16.678,-3.48,35.10,34.32,49.21
16.679,-6.78,29.94,37.50,48.46
16.680,-10.02,23.82,40.32,47.89
16.686,-13.14,16.86,42.42,47.50
16.706,-16.14,9.42,43.26,47.12
16.741,-18.48,1.74,43.20,47.02
16.746,-20.34,-6.18,41.94,47.02
16.813,-21.60,-13.74,39.54,47.10
16.814,-22.08,-21.06,36.24,47.37
16.815,-21.96,-27.60,32.10,47.69
16.827,-21.18,-33.24,27.06,47.81
16.847,-20.34,-38.10,21.72,48.34
16.881,-18.84,-41.82,16.02,48.58
16.968,-17.16,-44.88,10.26,49.13
16.968,-15.36,-46.98,4.56,49.64
16.969,-13.38,-48.42,-1.08,50.25
16.971,-11.04,-48.90,-6.72,50.58
16.971,-8.58,-48.96,-11.82,51.09
16.988,-6.00,-48.18,-16.08,51.15
17.039,-3.00,-47.34,-20.16,51.54
17.040,0.06,-46.14,-23.58,51.82
17.048,3.48,-44.40,-26.58,51.86
17.091,7.08,-42.24,-29.10,51.78
17.092,10.80,-39.72,-31.20,51.65
17.109,14.64,-36.78,-32.52,51.23
17.129,18.36,-33.48,-33.90,51.06
17.151,22.14,-29.94,-35.10,51.17
17.245,25.38,-25.56,-35.64,50.67
17.246,28.62,-21.00,-35.82,50.43
17.247,31.26,-16.08,-35.46,49.93
17.247,33.36,-10.86,-35.16,49.67
17.250,35.04,-5.64,-34.68,49.62
17.290,35.82,-0.42,-34.38,49.65
17.290,36.42,4.56,-33.84,49.92
17.357,36.24,9.18,-33.30,50.06
17.357,35.46,13.14,-33.00,50.19
17.358,34.14,16.86,-33.06,50.42
17.370,32.16,19.86,-33.78,50.69
17.390,30.00,22.08,-34.56,50.81
17.428,27.54,23.88,-35.46,50.85
17.431,24.84,25.08,-36.60,50.85
17.505,21.60,25.80,-37.92,50.70
17.506,18.36,25.56,-39.66,50.63
17.507,15.12,24.72,-41.52,50.63
17.511,11.64,22.98,-43.56,50.61
17.532,8.52,20.58,-45.24,50.42
17.560,5.46,17.64,-46.74,50.25
17.634,2.52,14.28,-48.30,50.43
17.635,0.18,10.32,-49.62,50.68
17.636,-1.80,6.18,-50.46,50.87
17.637,-3.24,2.10,-50.94,51.09
17.653,-4.38,-1.98,-51.06,51.28
17.673,-4.50,-5.58,-50.76,51.26
17.711,-4.44,-8.88,-50.58,51.54
17.715,-3.78,-12.06,-50.16,51.73
17.792,-2.64,-15.00,-49.56,51.85
17.793,-1.38,-17.58,-48.66,51.76
17.794,0.66,-19.98,-47.76,51.77
17.795,2.58,-22.02,-46.74,51.73
17.813,4.98,-23.76,-45.78,51.82
17.850,7.38,-25.74,-44.58,52.00
17.854,10.32,-27.24,-42.90,51.85
17.929,13.56,-28.38,-40.92,51.61
17.930,17.04,-29.04,-38.76,51.34
17.931,20.58,-29.46,-36.42,51.16
17.944,24.06,-29.64,-33.66,50.89
17.954,27.72,-29.28,-30.48,50.54
17.978,31.38,-28.74,-27.36,50.59
18.059,34.86,-27.24,-24.12,50.39
18.060,37.86,-25.50,-20.94,50.22
18.061,40.68,-23.22,-17.88,50.14
18.062,43.26,-20.70,-14.58,50.12
18.076,45.42,-17.70,-11.58,50.10
18.096,47.16,-14.46,-8.76,50.10
18.131,48.48,-11.22,-6.30,50.16
18.206,49.38,-7.62,-3.78,50.11
18.207,50.16,-4.20,-1.32,50.35
18.208,50.52,-0.78,0.72,50.53
18.209,50.40,2.52,2.70,50.53
18.216,50.16,5.52,4.38,50.65
18.256,49.56,8.70,5.94,50.67
18.257,49.14,11.64,7.26,51.02
18.316,48.54,14.70,8.22,51.38
18.318,47.52,17.52,9.00,51.44
18.319,46.26,20.46,9.42,51.45
18.337,45.30,23.22,9.84,51.85
18.357,44.16,25.62,9.72,51.97
18.377,42.90,28.08,9.12,52.08
18.411,41.76,30.06,8.40,52.13
18.497,40.32,32.22,7.44,52.14
18.498,38.88,34.08,6.36,52.09
18.499,37.56,35.94,5.10,52.23
18.502,36.06,37.38,3.72,52.07
18.503,34.38,38.76,2.34,51.86
18.538,32.94,40.14,1.32,51.94
18.539,31.50,41.28,0.36,51.93
18.604,29.94,42.54,-0.78,52.03
18.605,28.38,43.74,-1.56,52.16
18.606,26.34,45.06,-1.80,52.22
18.620,23.82,46.32,-1.44,52.10
18.639,21.06,47.70,-0.84,52.15
18.659,17.58,48.78,0.36,51.85
18.687,13.50,49.74,1.80,51.57
18.700,8.46,50.34,3.66,51.18
18.770,3.24,50.46,6.06,50.92
18.771,-2.46,49.80,8.28,50.54
18.772,-8.28,48.36,10.26,50.12
18.781,-13.86,46.20,11.94,49.69
18.801,-19.44,43.20,13.44,49.24
18.821,-24.66,39.54,14.34,48.75
18.909,-29.28,35.28,15.18,48.29
18.910,-33.42,30.54,15.72,47.92
18.911,-37.08,25.56,15.66,47.68
18.911,-40.14,20.58,15.60,47.73
18.921,-42.72,15.24,15.30,47.87
18.941,-44.82,9.84,14.94,48.26
18.962,-46.20,4.92,14.52,48.68
19.060,-46.92,0.06,14.28,49.04
19.061,-47.34,-4.62,13.62,49.48
19.062,-46.98,-8.94,12.78,49.50
19.063,-46.44,-13.44,12.00,49.81
19.064,-45.42,-17.82,11.10,50.04
19.345,-1.02,-59.82,-22.80,64.02
19.364,-0.42,-59.22,-24.60,64.13
19.394,1.98,-57.36,-27.48,63.63
19.500,2.70,-56.46,-27.18,62.72
19.502,5.64,-53.46,-29.28,61.21
19.504,9.48,-49.68,-30.48,59.05
19.505,13.26,-45.36,-30.90,56.46
19.506,9.72,-48.96,-29.34,57.90
19.507,12.60,-45.12,-30.72,56.02
19.526,15.36,-40.74,-31.62,53.81
19.547,17.70,-35.94,-32.52,51.60
19.663,19.38,-31.26,-33.30,49.61
19.666,20.16,-26.34,-34.20,47.64
19.667,20.04,-21.60,-35.10,45.83
19.668,18.84,-17.28,-36.30,44.40
19.669,16.56,-13.56,-37.38,43.07
19.670,14.04,-10.50,-38.52,42.32
19.702,10.56,-8.34,-39.90,42.11
19.707,6.54,-7.44,-41.16,42.33
19.785,1.98,-7.44,-42.12,42.82
19.786,-2.58,-8.82,-43.14,44.11
19.788,-6.96,-11.16,-43.98,45.90
19.789,-10.98,-14.16,-44.58,48.04
19.813,-14.46,-17.40,-44.76,50.15
19.909,-17.46,-21.42,-44.58,52.45
19.909,-19.56,-25.68,-44.04,54.60
19.910,-21.00,-29.70,-43.20,56.47
19.912,-21.42,-33.60,-42.36,58.16
19.912,-21.06,-37.02,-41.46,59.44
19.929,-20.40,-40.14,-40.56,60.60
19.967,-19.14,-42.66,-39.42,61.16
20.016,-17.46,-44.88,-38.76,61.82
20.016,-15.66,-46.68,-38.04,62.22
20.018,-13.68,-47.64,-37.56,62.19
20.038,-11.40,-48.60,-37.20,62.25
20.049,-9.54,-49.20,-36.96,62.27
20.070,-7.68,-49.38,-36.66,61.98
20.090,-5.46,-49.26,-36.42,61.50
20.183,-3.18,-49.20,-36.48,61.33
20.184,-0.90,-48.90,-36.24,60.87
20.185,1.26,-48.54,-35.88,60.37
20.186,3.66,-48.24,-35.34,59.91
20.190,6.06,-48.12,-34.44,59.48
20.211,8.76,-48.00,-33.06,58.94
20.238,11.46,-47.88,-31.50,58.45
20.251,14.22,-47.82,-29.34,57.88
20.354,16.92,-47.76,-26.58,57.22
20.356,19.68,-47.46,-23.04,56.31
20.357,22.44,-47.04,-19.32,55.58
20.359,25.08,-46.62,-15.36,55.12
20.360,27.78,-45.42,-11.22,54.41
20.373,30.06,-43.86,-6.84,53.61
20.410,32.34,-41.52,-2.22,52.67
20.506,34.14,-38.94,1.98,51.82
20.508,35.58,-35.88,5.76,50.86
20.508,36.78,-32.82,9.06,50.12
20.509,37.50,-29.16,12.54,49.13
20.510,37.68,-25.08,15.78,47.93
20.512,37.38,-20.88,18.54,46.66
20.533,36.72,-16.32,21.12,45.39
20.560,35.22,-12.18,23.46,44.03
20.641,33.00,-7.74,26.16,42.82
20.642,30.12,-3.30,28.92,41.89
20.643,26.52,1.26,31.74,41.38
20.643,22.08,5.40,34.20,41.06
20.654,16.86,8.94,36.42,41.12
20.687,11.10,12.18,38.34,41.73
20.694,4.98,14.58,39.84,42.71
20.747,-1.50,16.32,41.04,44.19
20.748,-7.86,17.46,41.70,45.88
20.754,-14.34,17.64,41.64,47.44
20.789,-20.76,16.80,41.10,49.01
20.794,-26.58,15.60,39.84,50.37
20.867,-31.80,13.74,38.46,51.76
20.868,-36.48,11.34,37.32,53.40
20.869,-40.80,8.58,35.94,55.04
20.875,-44.52,5.46,34.32,56.48
20.895,-47.64,2.04,32.82,57.89
20.917,-50.28,-1.08,31.20,59.18
21.005,-52.44,-3.96,29.82,60.45
21.006,-53.88,-7.02,29.04,61.61
21.006,-54.84,-9.96,28.20,62.46
21.007,-55.80,-13.02,27.48,63.55
21.016,-56.34,-15.84,26.70,64.33
21.036,-56.40,-18.54,26.40,64.97
21.061,-56.58,-21.30,25.92,65.78
21.141,-56.16,-24.24,25.86,66.41
21.142,-55.50,-27.36,25.50,66.92
21.143,-55.02,-30.42,24.90,67.62
21.144,-54.42,-33.48,24.36,68.38
21.157,-53.28,-36.72,23.46,68.83
21.197,-51.78,-39.90,22.62,69.17
21.198,-50.16,-43.44,21.42,69.73
21.275,-48.12,-46.86,20.28,70.16
21.276,-45.96,-49.92,18.96,70.45
21.278,-43.80,-53.16,17.34,71.03
21.279,-41.40,-55.98,15.60,71.35
21.298,-38.94,-58.80,13.38,71.78
21.323,-36.42,-60.90,10.98,71.80
21.339,-33.96,-62.82,8.28,71.89
21.428,-31.62,-64.20,5.34,71.76
21.430,-28.98,-65.34,2.40,71.52
21.431,-26.76,-66.18,-0.78,71.39
21.432,-24.24,-66.54,-3.72,70.91
21.439,-21.60,-66.48,-6.90,70.24
21.483,-18.72,-66.12,-9.72,69.40
21.484,-15.96,-65.58,-12.60,68.66
21.562,-12.84,-64.74,-15.18,67.72
21.563,-9.42,-63.54,-17.52,66.58
21.564,-6.00,-61.80,-20.10,65.26
21.565,-2.40,-60.24,-22.20,64.24
21.580,1.08,-57.96,-24.48,62.93
21.611,4.62,-55.38,-26.04,61.37
21.620,7.86,-52.32,-27.60,59.67
21.710,11.04,-48.78,-28.98,57.80
21.711,13.62,-44.88,-30.42,55.90
21.712,15.84,-40.62,-31.56,53.82
21.713,17.58,-36.18,-32.46,51.69
21.721,19.08,-31.32,-33.24,49.50
21.760,20.16,-26.70,-33.78,47.54
21.761,20.40,-22.38,-34.20,45.68
21.858,20.34,-18.00,-34.74,44.10
21.859,19.80,-13.68,-34.98,42.46
21.859,18.96,-9.72,-35.10,41.06
21.860,17.70,-6.00,-35.40,40.03
21.862,16.14,-2.64,-35.46,39.05
21.882,13.92,0.54,-35.88,38.49
21.920,11.28,3.24,-36.18,38.03
21.922,8.76,5.46,-36.96,38.37
21.994,5.52,6.90,-37.74,38.76
21.995,1.80,7.50,-38.64,39.40
22.004,-2.04,7.20,-39.54,40.24
22.005,-5.94,6.12,-40.44,41.33
22.024,-9.60,4.26,-41.52,42.83
22.044,-12.96,1.74,-42.54,44.50
22.130,-15.78,-0.96,-43.62,46.40
22.131,-18.30,-4.38,-44.52,48.33
22.132,-19.74,-7.86,-45.24,49.98
22.132,-20.70,-11.64,-45.54,51.36
22.145,-20.82,-15.12,-45.78,52.51
22.184,-20.46,-18.72,-46.08,53.78
22.185,-19.62,-22.26,-45.96,54.71
22.236,-18.48,-25.56,-45.60,55.44
22.237,-16.80,-29.22,-45.30,56.46
22.252,-15.00,-32.46,-44.58,57.15
22.265,-13.20,-35.40,-43.74,57.80
22.290,-10.98,-38.04,-42.90,58.38
22.305,-8.88,-40.38,-42.00,58.93
22.361,-6.48,-42.36,-40.80,59.17
22.362,-3.84,-43.62,-39.90,59.24
22.365,-1.08,-44.70,-38.88,59.25
22.386,1.32,-45.54,-37.56,59.05
22.406,4.02,-46.14,-36.24,58.81
22.434,6.90,-46.68,-34.68,58.56
22.515,9.96,-46.92,-32.88,58.15
22.517,12.84,-47.28,-30.36,57.64
22.518,15.60,-47.58,-27.66,57.20
22.518,18.12,-48.18,-24.24,56.90
22.533,20.46,-48.60,-20.34,56.52
22.547,22.98,-48.66,-16.14,56.18
22.580,25.08,-48.54,-11.34,55.80
22.661,26.94,-48.00,-6.66,55.44
22.662,28.38,-47.04,-1.92,54.97
22.663,30.00,-45.48,2.40,54.53
22.663,31.44,-43.62,6.54,54.16
22.667,32.70,-40.92,10.44,53.41
22.688,33.72,-38.04,13.80,52.67
22.710,34.62,-34.68,16.50,51.70
22.807,35.40,-30.84,18.72,50.54
22.808,35.88,-26.94,20.52,49.34
22.809,36.18,-22.86,22.20,48.21
22.810,36.00,-19.08,23.28,46.92
22.811,35.70,-15.06,23.76,45.45
22.829,35.22,-11.22,23.94,44.04
22.866,34.86,-7.38,23.82,42.86
22.869,34.08,-3.60,23.16,41.36
22.958,33.12,0.00,22.50,40.04
22.959,32.22,3.60,21.48,38.89
22.960,31.20,6.72,19.86,37.59
22.961,30.06,9.90,18.24,36.53
22.970,28.74,12.78,16.56,35.55
22.990,27.30,15.54,14.76,34.71
23.018,25.32,18.18,13.14,33.83
23.123,23.40,20.52,12.24,33.44
23.124,21.54,22.44,11.22,33.07
23.127,19.38,24.12,10.62,32.71
23.128,17.16,25.62,10.32,32.52
23.129,14.88,26.94,10.38,32.48
23.133,12.42,28.44,10.68,32.82
23.171,9.96,29.76,11.04,33.27
23.172,7.56,30.84,11.52,33.78
23.257,5.10,31.56,12.00,34.15
23.258,1.86,32.28,12.66,34.72
23.260,-1.62,32.70,13.68,35.48
23.261,-5.46,32.76,15.24,36.54
23.272,-9.66,32.22,16.86,37.62
23.308,-14.22,30.84,19.02,38.92
23.314,-19.38,28.56,21.24,40.53
23.377,-24.66,25.92,23.64,42.88
23.378,-29.88,22.62,25.74,45.46
23.378,-34.80,18.24,27.48,47.95
23.393,-39.36,12.96,28.92,50.53
23.418,-43.56,7.20,29.58,53.14
23.507,-47.04,0.72,29.82,55.70
23.508,-49.98,-6.00,28.98,58.08
23.510,-51.96,-12.78,27.84,60.32
23.511,-52.98,-19.86,25.92,62.23
23.514,-53.40,-27.00,23.58,64.32
23.554,-52.92,-33.66,20.82,66.08
23.555,-51.60,-39.84,17.58,67.52
23.629,-49.26,-45.72,13.74,68.60
23.630,-46.32,-50.46,9.54,69.16
23.631,-42.54,-54.72,5.40,69.52
23.634,-37.92,-58.20,0.96,69.47
23.655,-33.24,-60.90,-3.24,69.46
23.684,-27.90,-62.58,-7.26,68.90
23.764,-22.44,-63.48,-11.10,68.24
23.765,-16.68,-63.36,-14.82,67.17
23.767,-11.22,-62.34,-18.00,65.85
23.768,-5.70,-60.54,-21.12,64.37
23.776,4.86,-48.96,-25.74,55.53
23.800,9.66,-45.12,-28.08,54.01
23.900,14.10,-40.68,-30.24,52.61
23.901,17.76,-35.58,-32.22,51.18
23.901,20.76,-29.88,-33.84,49.69
23.902,24.78,-21.30,-35.82,48.48
23.903,26.46,-15.66,-36.96,48.08
23.916,27.06,-10.32,-37.68,47.52
23.941,27.18,-5.40,-38.52,47.45
24.055,26.28,-1.14,-39.06,47.09
24.055,28.44,8.40,-41.10,50.68
24.064,26.64,11.46,-41.58,50.69
24.065,24.54,13.74,-42.54,51.00
24.065,21.72,15.54,-43.50,51.04
24.066,18.48,16.44,-44.64,51.03
24.078,15.18,16.74,-45.72,51.00
24.106,11.40,16.02,-46.80,50.76
24.194,7.68,14.70,-47.82,50.61
24.195,4.02,12.54,-48.72,50.47
24.195,0.42,9.96,-49.56,50.55
24.196,-2.82,6.90,-50.04,50.59
24.198,-5.28,3.48,-50.16,50.56
24.218,-7.62,-0.12,-50.16,50.73
24.253,-9.06,-4.02,-49.56,50.54
24.259,-10.08,-7.86,-49.02,50.66
24.326,-10.38,-11.64,-48.18,50.64
24.327,-10.26,-15.18,-47.46,50.87
24.328,-9.48,-18.66,-46.38,50.88
24.339,-8.22,-21.84,-45.30,50.96
24.360,-6.42,-24.78,-44.40,51.25
24.380,-3.96,-27.18,-43.02,51.04
24.461,-1.50,-29.04,-42.18,51.23
24.461,1.26,-30.36,-41.34,51.30
24.462,4.32,-31.20,-40.50,51.31
24.463,7.50,-31.50,-39.66,51.20
24.480,10.86,-31.50,-38.76,51.11
24.502,14.22,-31.44,-37.68,51.09
24.575,17.40,-31.02,-36.36,50.86
24.576,20.70,-30.60,-34.86,50.79
24.577,23.88,-29.88,-33.00,50.52
24.591,27.54,-28.92,-30.54,50.27
24.601,30.90,-28.08,-27.60,50.05
24.621,34.14,-27.12,-23.82,49.68
24.654,37.26,-26.04,-19.74,49.56
24.752,39.78,-24.30,-15.24,49.04
24.752,42.30,-22.26,-10.26,48.89
24.753,44.34,-19.44,-5.22,48.69
24.754,46.20,-16.74,-0.12,49.14
24.754,46.98,-13.62,4.98,49.17
24.764,47.28,-10.08,9.78,49.32
24.787,47.16,-6.06,14.28,49.64
24.881,46.44,-1.68,18.12,49.88
24.882,45.18,2.94,21.30,50.04
24.883,43.26,7.50,24.54,50.30
24.884,40.50,11.94,27.42,50.34
24.884,37.08,16.56,29.94,50.45
24.903,33.24,21.06,32.04,50.74
24.937,28.92,25.08,33.78,51.05
24.944,24.00,28.74,34.68,51.03
24.997,18.48,31.80,35.46,51.09
24.998,12.90,34.14,36.30,51.47
25.004,7.32,35.82,36.18,51.43
25.024,1.80,37.14,35.88,51.67
25.046,-3.60,37.62,35.28,51.70
25.070,-8.76,37.38,34.32,51.49
25.158,-13.62,36.90,33.30,51.54
25.159,-18.06,35.64,32.34,51.40
25.160,-22.26,33.84,31.32,51.20
25.160,-26.16,31.62,30.00,50.83
25.165,-30.06,28.74,28.68,50.52
25.185,-33.66,24.84,27.30,49.95
25.212,-36.90,20.64,25.80,49.53
25.322,-39.66,15.96,24.42,49.23
25.323,-41.82,10.62,22.98,48.88
25.323,-43.44,4.98,21.54,48.74
25.324,-44.46,-0.78,19.86,48.70
25.325,-44.70,-6.84,18.36,48.80
25.326,-44.16,-12.78,16.80,48.94
25.354,-42.96,-18.54,15.06,49.15
25.440,-41.10,-23.94,13.08,49.33
25.441,-38.76,-28.86,10.86,49.53
25.442,-35.82,-33.18,8.40,49.54
25.442,-32.64,-37.14,5.52,49.75
25.448,-28.74,-40.50,2.22,49.71
25.467,-24.60,-43.08,-1.56,49.63
25.489,-20.58,-45.12,-5.70,49.92
25.581,-16.08,-46.08,-9.90,49.80
25.581,-11.40,-46.32,-14.04,49.72
25.582,-6.78,-46.08,-18.24,50.02
25.583,-2.22,-45.18,-22.02,50.31
25.588,2.88,-43.62,-25.56,50.64
25.608,7.32,-41.28,-28.50,50.69
25.639,11.64,-38.76,-30.90,50.92
25.751,16.02,-35.70,-32.46,50.84
25.752,19.62,-32.16,-33.96,50.72
25.753,23.16,-28.56,-34.80,50.63
25.754,26.64,-24.54,-35.40,50.64
25.754,29.64,-20.22,-35.88,50.74
25.755,31.44,-15.72,-35.88,50.23
25.769,33.00,-11.40,-35.64,49.89
25.804,34.26,-6.96,-35.40,49.75
25.810,34.98,-2.64,-35.46,49.88
25.886,35.70,1.44,-35.22,50.17
25.887,35.52,5.16,-35.28,50.33
25.888,34.68,8.52,-35.28,50.20
25.890,33.36,11.76,-35.46,50.09
25.910,31.92,14.76,-35.94,50.28
25.932,29.70,17.46,-36.66,50.31
26.030,26.82,19.86,-37.38,50.11
26.031,23.70,21.72,-38.16,49.90
26.033,19.80,23.34,-39.24,49.76
26.065,15.48,24.60,-40.26,49.65
26.066,11.04,25.14,-41.40,49.68
26.066,6.36,24.78,-42.54,49.64
26.077,1.62,23.70,-43.44,49.51
26.110,-2.64,21.78,-44.22,49.36
26.112,-6.60,19.38,-45.30,49.71
26.160,-10.26,16.14,-46.02,49.83
26.161,-13.32,12.66,-46.44,49.94
26.172,-15.48,8.40,-46.68,49.89
26.208,-16.98,4.08,-46.98,50.12
26.212,-18.00,-0.30,-46.86,50.20
26.271,-18.36,-4.56,-46.80,50.48
26.272,-17.88,-9.00,-46.62,50.73
26.273,-16.98,-13.38,-46.08,50.90
26.293,-15.30,-17.22,-45.42,50.93
26.331,-13.02,-21.12,-44.64,51.07
26.333,-10.20,-24.42,-43.74,51.12
26.387,-7.02,-27.24,-42.54,51.00
26.388,-3.06,-29.58,-41.28,50.88
26.394,1.26,-31.44,-39.66,50.62
26.415,5.88,-32.70,-37.80,50.32
26.435,10.86,-33.48,-35.34,49.88
26.455,15.66,-34.02,-32.34,49.48
26.535,20.52,-33.66,-29.22,49.07
26.536,25.08,-32.76,-25.44,48.47
26.537,29.64,-31.26,-21.30,48.05
